Link,Title,Location,Salary,Summary
https://kr.indeed.com/viewjob?jk=35cefd4d91c7b366,저축은행 앱마케팅팀,국내자본 저축은행 서울 구로구,,Adbrix 등) - SQL 사용 가능 - 경력 3년~7년 - 개발자와의 원활한 커뮤니케이션 <우대사항> - Python or R 사용 우대 - 태블로 사용 우대 - Solution 도입 경험 우대 - 금융권 데이터 분석자...
https://kr.indeed.com/viewjob?jk=c13abffb44505877,NXLog팀 - 소프트웨어 엔지니어,Nexon 성남 분당구,,"스키마 설계/관리/모니터링에 필요한 솔루션 개발. 지원자격 - C++ / C# / JavaScript / Python / GO 언어 중 한가지 이상의 언어를 능숙히 사용하시는 분. - 자료구조, 알고리즘, 데이터베이스 등..."
https://kr.indeed.com/viewjob?jk=ed01bcce65f5abd3,Mechanical BOP 그룹 유망계열사,그룹 유망계열사 경기도,,"해결 기법 역량 - Test 관련 Software (Excel, Minitab, Lab view, C 또는 Python) 활용 능력 - Communication 및 의견 조율 역량 경험 (Experience) - Power..."
https://kr.indeed.com/viewjob?jk=220551aa57f5eed8,Technical Artist,Success Korea 서울 강남구,,"책임지는 역할 [자격요건] - Python, MEL 또는 Max script 같은 스크립트 언어 사용 경험 -PHOTOSHOP, MAYA 등의 아트웍툴 사용 [우대사항] -C# 또는 Python 언어에 대한 이해 및 활용..."
https://kr.indeed.com/viewjob?jk=c73ca1effb65d557,AD 데이터 분석,LINE Plus corporation 성남 서현역,,"보유한 자 - Hadoop 환경에 대한 이해를 기반으로 Hive SQL 사용이 능숙한 자 - R, Python 을 모두 사용하여 통계 분석 및 예측 모델링이 가능한 자 - 논리적 추론과 해석, 분석 항목 도출을 통한..."
https://kr.indeed.com/viewjob?jk=4bd2e836d472ecba,[해외취업] 얼바인 소재 모바일 엑세서리 대기업 하반기 _Front-En...,피제이넥서스 대한민국,"연봉 33,710,000원","그 외 자격요건 Preferred Skills or Requirements: Basic knowledge of Python, C, Java, SQL Basic knowledge of MS office or GSuites PC..."
https://kr.indeed.com/viewjob?jk=c78a3c5d7bb7d883,웹 애플리케이션 개발자,Nexon 성남 분당구,,"사용 경험 - Maven, Jenkins, Git, SVN Restful API 설계 및 개발 경험 Python 및 Script 언어 중급 이상 비동기 및 병렬처리 프로그래밍 경험 원할한 커뮤니케이션 능력 우대사항..."
https://kr.indeed.com/viewjob?jk=9a44a1a18ab4635c,Cloud Security Engineer,Sendbird 서울,,"one or more scripting/coding languages (e.g. bash, Python) * Experience of setting up security policy and documentation..."
https://kr.indeed.com/viewjob?jk=e8d1c3f88e0b200b,Data Scientist,해외송금 전문업체 서울 강남구,,"유지보수 - 데이터 시각화 [ 자격요건 ] - 경력 2~4년차 - SQL 사용이 능숙하신 분(필수) - R, Python 등을 이용한 분석 경험 [ 우대사항 ] - 빅데이터 및 금융데이터 분석 및 예측 - 통계학 전공자..."
https://kr.indeed.com/viewjob?jk=9fa9d498506f86aa,기술영업(신입/경력),에이치알 코리아 대한민국,,"모집부문 기술영업(신입/경력) 업무내용 - 담당업무 : 기술영업 -> 국내 기술영업 지원자격 - 자격요건 영어 구사 가능자( 토익 750점 이상 또는 준하는 역량) - 우대사항 - 프로그래밍 언어 사용가능자(C, VB, Python)"
https://kr.indeed.com/viewjob?jk=79aa0ecba6067f06,[Clova] Clova Platform Backend 개발자 경력사원,네이버 대한민국,,자격요건] - 백엔드 서비스 개발 경험 3 년 이상 또는 그에 준하는 역량을 가진 분 - Go/Java/ Python/C++ 중 1 개 이상의 프로그래밍 언어에 익숙하신 분 - 웹 / 모바일 서비스의 일반적인 아키텍쳐 이해...
https://kr.indeed.com/viewjob?jk=719aaaeffd746a04,FPGA 플랫폼 엔지니어(딥러닝 하드웨어 프로세서 개발),딥엑스 성남 분당구,"연봉 40,000,000원 - 99,990,000원","logic analyzer 사용 경험(Chip Scope/SignalTap) - Language: Python/Perl(<x... c="""" c - Vivado 또는 Synplify 또는 Quartus II 경험 [우대..."
https://kr.indeed.com/viewjob?jk=750977c97eeed4d5,랩오투원 신입/경력 개발자,유한책임회사랩오투원 부산,,"신입) - C#, JAVA, Python, node,js, Ruby 중 잘... 대한 3년 이상 경험이 있는 분 - 관련학과 석사 이상 - 머신러닝( python, scikit-learn, tensorflow, pytorch 등..."
https://kr.indeed.com/viewjob?jk=8eca56448e2574c8,TA,제이씨이 성남 분당구,,작성 능력 우대사항 - 업무 관련 해외 영문 기술 문서를 볼 수 있는 정도의 독해능력 - 테크니컬 아티스트 역할로 개발 경험 - 스크립트 능력 (maxscript/ python) - 다양한 플랫폼 / 장르 개발 경험
https://kr.indeed.com/viewjob?jk=297e6568c740f98e,iOS Developer,Bepro Company 서울,"연봉 40,000,000원 - 80,000,000원",참고 - React JS (Web) / Kotlin (Android) / Swift (iOS) - Python + Django - AWS lambda + API gateway - MySQL - Google Cloud...
https://kr.indeed.com/viewjob?jk=d11342cfe074df78,Frontend Developer (Javascript/React),Bepro Company 서울,"연봉 30,000,000원 - 80,000,000원",참고 - React JS (Web) / Kotlin (Android) / Swift (iOS) - Python + Django - AWS lambda + API gateway - MySQL - Google Cloud...
https://kr.indeed.com/viewjob?jk=5ed0334bca0963cb,[Autonomous Driving] Virtual Environment...,네이버 대한민국,,"C/C++, Software Design, Debugging Skills ㅇ 스크립트 언어 개발 경험 ( Python, Bash, etc) ㅇ Embedded Platform과 System Software 개발 경험 및 이해..."
https://kr.indeed.com/viewjob?jk=116009dbf59211ed,퍼즐데이터 역량있는 데이터 분석가,주식회사퍼즐데이터 서울 역삼동,,"데이터 마이닝 및 통계분석에 대한 전반적인 이해 3. 관련분야(산업공학, 통계 등) 전공 4. R or Python 사용 능력 * 이런 분은 더욱 좋아요. 1. 프로세스 마이닝 지식 보유자 2. 관련분야 대학원 전공 3..."
https://kr.indeed.com/viewjob?jk=c6bf8184940d37c3,Android Developer,Bepro Company 서울,"연봉 40,000,000원 - 80,000,000원",참고 - React JS (Web) / Kotlin (Android) / Swift (iOS) - Python + Django - AWS lambda + API gateway - MySQL - Google Cloud...
https://kr.indeed.com/viewjob?jk=c785e5a157d59ddd,"[해외취업] 캐나다, Samsung Ads. Application Spe...",Samsung Ads 대한민국,"연봉 50,000,000원 - 51,100,000원","Javascript Knowledge of scripting languages... Ruby or Python Excellent oral, written and interpersonal communication..."
https://kr.indeed.com/viewjob?jk=22b69448bcfcf9ed,Data engineer,Success Korea 서울 강남구,,초대졸 이상 - 관련경력 2년 이상 - python 개발 가능 [전형절차]서류전형-실무면접-최종면접 [제출서류]국문이력서 자격요건 - 초대졸 이상 - 관련경력 2년 이상 - python 개발 가능 [전형절차]서류전형...
https://kr.indeed.com/viewjob?jk=6718bba08ef6e20b,모바일 앱 보안 솔루션 개발부문,스틸리언 서울 용산구,,"Android/iOS 모바일 앱 보안 제품입니다. - 앱수트는 C, Python 등을 통해 주로 개발합니다. - 앱수트 제품군에는 위변조 방지, 난독... 2) - Objective C, Python, C언어, Swift 개발..."
https://kr.indeed.com/viewjob?jk=f5db97b4d95cbc04,VP of Engineering,"Miso, inc 서울",,"Golang, Node.js, Python, or Ruby 프로그래밍 언어... Adobe, Zeplin * Data Science: Go, Python * Collaboration tools: Gitlab, Slack..."
https://kr.indeed.com/viewjob?jk=7aba45ffde3ad6ee,Ericsson-LG Enterprise 경력 개발자 (추가 ),에릭슨엘지 서울 금천구,,웹프로그래머>Servlet|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>ASP|인터넷·IT·통신... 통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임...
https://kr.indeed.com/viewjob?jk=8658d39b5a20b88c,기후변화감시과 무기계약 근로자,기상청 대한민국,,"임용시험령」등 관계법령에 의하여 응시자격을 정지당하지 않은 자 대기과학 관련분야로서 자료처리 및 그래픽( Python, IDL 등) 등 프로그램밍에 능숙한 자 ※ 대기과학 관련분야 : 기상학, 환경학, 지구과학, 물리학..."
https://kr.indeed.com/viewjob?jk=7290be9998348251,빅데이터 및 AI기반의 마케팅 마케터 및 플랫폼기획자,컨셉터스(CONCEPTERS) 서울 강남구,,"있는 분 우대사항 # Social Network Analysis에 대한 지식이 있으신 분 # Python, R 관련 경험이 있거나 책을 한권이라도 읽어보신 분 # Data Mining 및 Data visualization에..."
https://kr.indeed.com/viewjob?jk=5ecb57c806c47aa0,머신러닝,Success Korea 서울 선릉역,,"회사소개 IT솔루션 업무내용/자격요건 자격요건 - 분야별 ML/DL 전문지식과 프로젝트 경험 - Python, R, Java 언어 중 1개 이상 사용 가능 - Caffe/Tensorflow/Torch/PyTorch에..."
https://kr.indeed.com/viewjob?jk=9a3f4bf60a82f67a,"개발, 분석(경력) 수시",윈스 성남 분당구,,모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>자바스크립트|인터넷·IT·통신·모바일·게임>응용프로그래머>C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신...
https://kr.indeed.com/viewjob?jk=576ead69fc50c3e5,"Principal, Supply Chain Management(Inven...",Coupang 3.1 서울,,"시스템 개선 리드 자격 요건: * 물류/SCM, 엔지니어링 분야 학사 이상 * 데이터 분석역량(SQL, Python, R 등) * 8년 이상 SCM/물류 관련 분야 경력 * 프로세스 개선/생산성 개선관련 프로젝트 리드경험..."
https://kr.indeed.com/viewjob?jk=2d5c603043556b81,Marketing Science Director,KANTAR 3.7 서울,,"Ability to program, ideally in different languages... Python, Hadoop, R, Java, Ruby, Matlab, Pig or SQL Passionate about..."
https://kr.indeed.com/viewjob?jk=3ca47f227f783ee5,저축은행 디지털 LAB,국내자본 저축은행 서울 구로구,,"여신/수신) 데이터 분석을 통한 인사이트 도출 및 리포팅 [자격요건] - 4년제 정규 대졸 이상 - R/ Python 을 이용한 데이터분석 프로젝트 수행 가능자 (분석, 기획, 데이터추출/전처리, 모델링) - 데이터분석/모델링..."
https://kr.indeed.com/viewjob?jk=feac8a234b715106,네이버 일본 맛집 서비스 CONOMI 머신러닝 개발자,네이버 대한민국,,"2 년 이상 ) - 컴퓨터 관련 전공자 수준의 프로그래밍 역량 (Linux/Shell, C++, Python, TensorFlow, PyTorch 등 ) - Production level 의 machine learning..."
https://kr.indeed.com/viewjob?jk=4e17fe419583b40b,데이터 분석 및 모델링 (페이코 쿠폰/광고 타겟팅),NHN 4.4 성남 판교역,,"구축, 피쳐 발굴, 모델 튜닝, 결과 해석 등) - 머신 러닝 및 데이터 분석 관련 언어 (R, Python,SQL 등) 능숙한 활용 - 리눅스 환경에서 개발 가능 - 통계, 머신 러닝 등 관련 분야 (통계..."
https://kr.indeed.com/viewjob?jk=5f3b7800e776da58,Senior Business Analysis (Strategic Plan...,Coupang 3.1 서울,,"e-commerce and other internet-based industries; retail -SQL, Python experience is a plus -Experience with Tableau also a plus..."
https://kr.indeed.com/viewjob?jk=c1037225077ca4da,데이터 분석가 (Business Intelligence Analyst),코스닥 상장 중견 게임기업 서울 강남구,"연봉 40,000,000원 - 70,000,000원","데이터 분석 결과를 쉽게 이해할 수 있도록 간결하고 명확한 의사전달 능력 [우대조건] * R, Python, Spark 등의 언어에 대한 이해도 * 모바일 앱SDK 연동 지원 업무 경험(Facebook, Admob..."
https://kr.indeed.com/viewjob?jk=85687b250386c4be,qe 소프트웨어 엔지니어,에이치알 코리아 대한민국,,"process improvements • Strong scripting experience with Python, Shell Scripts, Ruby, etc. • Ability to code competently..."
https://kr.indeed.com/viewjob?jk=48090bdf1303bd76,매칭팀 - 데이터분석가,Nexon 성남 분당구,,및 대시보드 설계 지원자격 - (필수) 데이터 정제 및 머신러닝 기법 적용에 필요한 프로그래밍 능력 (R or Python) - (필수) SQL 기본 활용 능력 - (선택) Spark를 활용한 데이터 처리 및 분석 능력...
https://kr.indeed.com/viewjob?jk=c079b7ac33a5079e,[유통대기업] 데이터 분석 전문가 (팀장/ 차부장급),에이치알니즈 서울 강서구,,"년 이상 - 통계분석과 Machine Learning알고리즘에 대한 기본지식 보유 - SQL, SAS,R, Python 중2개 이상의 분석도구에 대한 기본 이해 - 현상에 대한 문제인식과 적극적인 문제해결의지 - 통계적 수치..."
https://kr.indeed.com/viewjob?jk=9214061c8bc345b2,FX,Mofac 서울 서초구,,후디니 사용자 – 이펙트 요소 표현에 뛰어난 감각 소유 – VFX 파이프라인에 대한 이해도 우대사항 – Python 등 Scripting 유경험자 전형절차 서류전형 1차 실무면접 2차 임원면접 최종합격 서류전형 1차 실무면...
https://kr.indeed.com/viewjob?jk=4e0b7f602fa05487,DevOps Developer(Cloud),Success Korea 서울 논현동,,"개발 경험 5년 이상 - .Net, Java, PHP, Node.js, Python, REST API 관련 이해도가 높은 자 - Cloud Web... Java, PHP, Node.js, Python, REST API 관련..."
https://kr.indeed.com/viewjob?jk=6f88041c28b6c1ae,한글 Q&A 시스템 연구 개발 신입/경력사원,포티투마루 서울 관악구,,"중(9월예정) [지원자격] - 4년제 대학교 졸업 (전산관련학과 이수 또는 그에 상응하는 교육이수자) - Python, Java, C/C++ 등으로 개발 가능하신 분 - Unix/Linux 시스템에 대한 이해가 있으신 분..."
https://kr.indeed.com/viewjob?jk=2d20b6f66e2dace1,글로벌 솔루션 기반 데이터 분석가,비즈플러그 서울 송파구,,"[직무내용] 당사는 글로벌 솔루션 기반의 데이터분석 전문회사로서 관련하여 신입직원을 모집합니다. 관련하여, R, Python, 각종 DB, SQL 가능자를 우대합니다. 해당 솔루션은 데이터분석 BI 솔루션인 Amplix BI와..."
https://kr.indeed.com/viewjob?jk=7bb1e2b604c071e6,[글로벌 Vacuum Pump 제조사] S/W Test Engineer...,(주)씨앤에이코리아 천안 서북구,"연봉 40,000,000원 - 60,000,000원",Display 장비(설비) 운영 S/W 개발 또는 Test 경력자 - Programming languages ( Python/VB/C/C++/C#/Java/JavaScript - Software configuration...
https://kr.indeed.com/viewjob?jk=e65a195da656bcdc,[동영상플랫폼] 연계형 인턴십,네이버 대한민국,,"혹은 이해가 깊으신 분 - ffmpeg, gstreamer 오픈소스 컨트리뷰팅 혹은 활용 유경험자 - python 활용 가능자 ​ LIVE 클라우드 백엔드 서버 개발 [ 역할 ] - V Live, NaverTV 등..."
https://kr.indeed.com/viewjob?jk=06eb50aff7a49bfd,데이터 엔지니어,RIDI Corp 서울,,"환경에서의 데이터 파이프라인 구축 및 운영 경험 GA, Tableau 등 외부 분석/시각화 도구에 대한 지식 Python, Java, Scala 중 하나 이상을 이용한 개발 경험 [지원 시 유의 사항] 이름, E-mail..."
https://kr.indeed.com/viewjob?jk=98ce457f0c17a02e,Junior and/or Senior S/W Engineers for H...,Success Korea 서울,,5 years of work experience in C and Python programming ?Minimum of 3 years of work... experience in C and Python programming...
https://kr.indeed.com/viewjob?jk=a93153e898855084,2019년도 기후과학국 공무직 근로자,기상청 대한민국,,"임용시험령」등 관계법령에 의하여 응시자격을 정지당하지 않은 자 대기과학 관련분야로서 자료처리 및 그래픽( Python, IDL, NCL 등) 등 프로그래밍 가능자 ※ 대기과학 관련분야: 기상학, 환경학, 지구과학, 물리학..."
https://kr.indeed.com/viewjob?jk=b06176c3a7092e0a,Customer Facing Data Scientist,Ever Better Recruitment (EBR) 서울,,ensure appropriate communication Experience in R or Python analysis Up to 50% off-site visits English ability to perform...
https://kr.indeed.com/viewjob?jk=33fbfcd01ae23602,시스템 프로그래머,에너지 거래소 및 에너지데이터 중개 서울,,"웹서비스 구현 [자격요건] -네트워크 개발 경험 -웹 백앤드 서비스 개발 경험 - Python, Node.js 숙련 [우대사항] - Python 웹 플랫폼(asyncio 이용) 개발 경험 -Modbus, CAN, Socket..."
https://kr.indeed.com/viewjob?jk=98c2229e57d4ee1f,전기전자컴퓨터공학부(바이오컴퓨팅연구실) 위촉연구원,광주과학기술원 광주 북구,,"국가보훈대상자(취업보호대상자) 및 장애인은 관련 법령에 의거하여 우대 ② 컴퓨터 프로그램밍 (Matlab, Python, C++등) 가능자 ③ 뇌파 측정 및 분석 2년 이상 경력 ➃ 딥러닝 기술 개발 경험 결격사유..."
https://kr.indeed.com/viewjob?jk=6d479593b544fa68,카카오 전체의 사용자 플랫폼 만들 서버개발자,카카오 4.2 성남 판교역,,"많으신 분 객체지향 설계, 구현 가능자 유연한 사고와 지속적인 성장을 추구하는 개발자 우대사항 Ruby, Python 활용 능력 모바일(Android, iOS)개발 경험 웹 Front 개발 경험 창의적 문제해결 능력과 열정..."
https://kr.indeed.com/viewjob?jk=530a598184580c95,데스크탑 가상화(VDI) 엔지니어,카카오 4.2 성남 판교역,,"기본적 이해 리눅스 시스템에 대한 기본적 이해 우대사항 시스템 엔지니어 경력자 Powershell, Python, Shell 스크립트를 이용한 인프라 관리 자동화 경험자 부드러운 커뮤니케이션, 친절한 마인드의 소유자..."
https://kr.indeed.com/viewjob?jk=2a022297d291f917,"[해외취업] 중국, RAKUTEN, Senior QA Engineer_M...",英博管理咨询(大连)有限公司 대한민국,"연봉 35,600,000원 - 47,470,000원","experience in one... programming languages (,Java, Python,Ruby,JavaScript)  Experience in integrating automated tests..."
https://kr.indeed.com/viewjob?jk=8461bfe74b0948cf,SW 품질 보증 전문가,Success Korea 서울,,Fortify 룰셋 및 표준 수립 경험자 - Java 또는 Python 이용하여 대시보드 등의 개발이 가능자 [전형절차] 서류-면접 [제출서류... 수립 경험자 - Java 또는 Python 이용하여 대시보드 등의 개발이...
https://kr.indeed.com/viewjob?jk=cf5adbaa505d3af3,APEC 기후센터 직원,기상청 대한민국,,중심의 프로그래밍 개발 경력자 우대) 자료처리 및 분석을 위한 R 및 Python 등 프로그래밍 가능 기초 공간분석 (GIS data analysis... 소지자 통계 분석을 위한 R 및 Python 등 프로그래밍 (필수) 빅데이...
https://kr.indeed.com/viewjob?jk=c9610ada532b38bb,데이터 분석 인턴,RIDI Corp 서울,,"계학과, 수학, 데이터분석 학과 등 관련 전공자 데이터 분석 관련 스터디, 학회 활동 경험 엑셀 숙련자 R, Python 사용 가능자 [지원 시 유의 사항] 서류접수기간 : 2020년 4월 3일 - 2020년 4월 17일..."
https://kr.indeed.com/viewjob?jk=bfb3ee6d45d67013,저축은행 디지털금융본부 Data Science 팀 CSS운영 경력자,국내자본 저축은행 서울 구로구,,"략방향구성 [자격요건] - 4년제 정규 대졸 이상 (통계, 수학, 산업공학 전공자 우대) - 통계프로그램(R, Python) 및 엑셀 활용가능자 - CSS운영 관리 경험자 [전형절차] 서류, 면접 1~2회 [제출서류] 이력서..."
https://kr.indeed.com/viewjob?jk=e0627a3a3a21217b,[S/W] 클라우드 기반 플랫폼 S/W 개발,현대자동차그룹 4.4 대한민국,,등 컴퓨터 공학 분야 기본 이해 보유자 - 소프트웨어 개발 경력 3년 이상 보유자 - AVA/ PYTHON/JS/C/C#/C++ 등의 개발 언어 중 최소 1개 이상을 자유롭게 활용 가능한 자 - WEB service...
https://kr.indeed.com/viewjob?jk=3e80435be74cd28f,블록체인인터넷경제연구센터 위촉연구원,광주과학기술원 광주 북구,,업무) 지원자격 연구직 O명 블록체인 연구 및 프로그래밍 제작 1) SW프로그래밍 제작 경험자 2) Python/C/Java/Go 프로그래밍 가능자 3) 블록체인 개발 경험자 우대 4) 컴퓨터공학 및 컴퓨터사이...
https://kr.indeed.com/viewjob?jk=d017610d9828199c,"드론 데이터 스타트업, 엔젤스윙 엔지니어",엔젤스윙 서울 관악구,,"Ruby on Rails, Python, C++, AWS AWS, GCP... 기반 웹서비스 개발 경험 디버깅, 최적화 스킬 Javascript, Python, C++ 등 개발언어 중 자신있는 언어가 1가지 이상 있으신 분..."
https://kr.indeed.com/viewjob?jk=e11bc11a4d72cc54,MPK / MPI-SD Joint Postdoctoral Position for Ultrafast Nonli...,POSTECH / Max Planck POSTECH/KOREA Res. Init. 대한민국,,"Experience in computer programming using C/C++, FORTRAN, Python, Mathematica or Matlab is highly desirable. The candidate may..."
https://kr.indeed.com/viewjob?jk=e42dff836a3182d7,반응형웹개발자(3년이상),에이치알 코리아 대한민국,,웹 및 plug-in 개발(java 기반) - 서버 개말 및 유지보수( python _ django framework) - 외부와의 협업 프로젝트 관리... 웹 그리고 플러그인 개발 경력 - python 개발 및 활용이 능통한자...
https://kr.indeed.com/viewjob?jk=71e0b966bf1531df,검색개발,NHN 4.4 성남 판교역,,리눅스 환경 개발 경력 2년 이상 - 딥러닝 모델 분석 유경험자 - Python 개발 유경험자 - 딥러닝 모델 개발 유경험자 - Python 실무 유경험자 공통지원자격 - 병역필 혹은 면제로 해외여행에 결격 사유가...
https://kr.indeed.com/viewjob?jk=4918f4fc2b300889,[이마트] 이마트 데이터분석 경력사원 모집,신세계 4.5 대한민국,,"분석 경험자 ㆍ정형/비정형 데이터 분석 및 예측 모델링 개발 경험자 ㆍSQL 분석 기술 및 통계프로그램( Python, R 중 하나 이상) 상급 기술 보유 ㆍ분석 결과로 데이터와 무관한 부서와도 원활한 커뮤니케이션이 가능..."
https://kr.indeed.com/viewjob?jk=281fb1cb3dff0cf8,글로벌&모바일 플랫폼 운영을 담당할 를 합니다.,Nexon 성남 분당구,,"Python, Ansible, Terraform) 지원자격 - 운영 관련 경력 3년 이상 - 대고객 서비스 리눅스(Redhat, Devian) 운영 경험자 :운영 자동화 >Shell Script, Python..."
https://kr.indeed.com/viewjob?jk=ee7e4f2e5d69f84c,DRE - Build Engineer,Success Korea 서울,,OO programming language · Experience with Python or related scripting language... Experience with Python or related...
https://kr.indeed.com/viewjob?jk=5ebcf81136b8db01,Value문화CoE 데이터 분석/가공 업무 계약직,SK텔레콤 4.0 서울 을지로입구역,,"이를 분석/가공할 수 있는 역량 보유자 우대 - Data 분석 Tool (텍스트 분석 Tool, R, Python 등) 활용 지식/역량 보유자 우대 - 기초통계 혹은 기초코딩/프로그래밍역량 보유자 우대 - 협업 및..."
https://kr.indeed.com/viewjob?jk=417d3e24bac85b14,Analytics Engineer,Success Korea 서울 삼성동,,"경험 - 프로그래밍 언어 중 2가지 이상 능숙하게 사용(R, Scala, Python, Java) - Deep Learning 알고리즘 개발 및 활용... 이상 능숙하게 사용(R, Scala, Python, Java) - Deep..."
https://kr.indeed.com/viewjob?jk=f4a5057bd3043129,웹프론트엔드 개발자,Nexon 성남 분당구,,"능한 분 - 다양한 분야의 사람과의 협업 능력이 원활하신 분 우대사항 - Spring, Node.js, Python 등 한 가지 이상의 백엔드 기술에 대한 이해 - TypeScript 경험자 우대 - 프로젝트 설정부터..."
https://kr.indeed.com/viewjob?jk=c6bf8184940d37c3,Android Developer,Bepro Company 서울,"연봉 40,000,000원 - 80,000,000원",참고 - React JS (Web) / Kotlin (Android) / Swift (iOS) - Python + Django - AWS lambda + API gateway - MySQL - Google Cloud...
https://kr.indeed.com/viewjob?jk=d11342cfe074df78,Frontend Developer (Javascript/React),Bepro Company 서울,"연봉 30,000,000원 - 80,000,000원",참고 - React JS (Web) / Kotlin (Android) / Swift (iOS) - Python + Django - AWS lambda + API gateway - MySQL - Google Cloud...
https://kr.indeed.com/viewjob?jk=84fd4c2127309eea,[보안]보안솔루션 운영 담당자(정규직),위메프 2.3 대한민국,,"발생 시 사고 대응/재발 방지 대책 수립 [자격사항] - 정보보안 실무 경력 4년 이상 보유자 - 스크립트( python, shell 등) 개발 가능자 - 신규 취약점 분석 후 사내 자산과의 연관성 분석 가능자 [우대사항..."
https://kr.indeed.com/viewjob?jk=06c262a673804071,Senior Data Architect,Amazon Web Services Korea LLC 서울,,"one or more programming languages (Java, JavaScript, Python, etc). · Current hands-on implementation experience required..."
https://kr.indeed.com/viewjob?jk=e5098c47e3662580,BI 운영 그룹 주력계열사,그룹 주력계열사 서울특별시,,"운영 및 관리 - SQL, JAVA script, BW, Spotfire, Python, DB (Oracle, Green Plum, Hadoop 등... 개념 및 관련 Language( Python, SQL, JAVA script..."
https://kr.indeed.com/viewjob?jk=d1e75364ef505c68,"데이터 가치 함께 발굴하실 머신러닝, 통계 모델링 전문가",카카오 4.2 성남 판교역,,해당 기술에 자신감이 있으신 분도 환영합니다. 지원자격 머신 러닝/통계 등 모델링에 활용하는 언어( Python/Scala/R 등) 및 도구(Tensor flow/Pytorch 등)를 하나 이상 능숙하게 다룰 수 있으신...
https://kr.indeed.com/viewjob?jk=297e6568c740f98e,iOS Developer,Bepro Company 서울,"연봉 40,000,000원 - 80,000,000원",참고 - React JS (Web) / Kotlin (Android) / Swift (iOS) - Python + Django - AWS lambda + API gateway - MySQL - Google Cloud...
https://kr.indeed.com/viewjob?jk=33bb520c1a77ad4c,JAVA 개발자 대규모 인재 [광고플랫폼 업계1위/청년친화강소기업],인라이플 서울 구로구,,모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머>백엔드|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일...
https://kr.indeed.com/viewjob?jk=4233609a843b5e96,분석지원팀 - 데이터 분석가,Nexon 성남 분당구,,및 커뮤니케이션 능력 - (필수) 새로운 기술 습득에 능동적이고 거부감이 없는 분 - (선택) R 혹은 Python을 이용한 데이터분석 능력 - (선택) SQL 기본 활용 능력 - (선택) 통계 및 분석에 대한 이론...
https://kr.indeed.com/viewjob?jk=10838cffaa9687ce,[S/W] Computer Vision for Robotics,현대자동차그룹 4.4 대한민국,,"Caffe 등) 활용 능력 - 학습에 필요한 데이터 수집/가공 경험 - C++, JAVA, CUDAP, Python 중 1개 이상의 프로그래밍 언어에 능통 - 오픈소스 S/W 컨트리뷰터 - FPGA, NPU 등 영상처리 프로..."
https://kr.indeed.com/viewjob?jk=2e7b4cdaddc82b04,Surfacing,Mofac 서울 서초구,,"UV 매핑, 텍스쳐 과정 등 전과정에 대한 이해 – 타 파트와 긴밀한 협조 능력 우대사항 – Maya, Python 가능자 – Hair, Fur 작업 가능자 전형절차 서류전형 1차 실무면접 2차 임원면접 최종합격 서류전형..."
https://kr.indeed.com/viewjob?jk=b59aefbf5af2d7ea,Discovery ML Engineer,딜리버리히어로코리아 서울 서초동,,"Qualifications -자연어 처리, 랭킹 로직 및 추천 알고리즘 개발 경험이 있으신 분 - Python 또는 R 등의 데이터를 다루기 위한 언어를 1 개 이상 능숙하게 사용 가능하신 분 -수학 및 통계 이론을 이해..."
https://kr.indeed.com/viewjob?jk=ecc4154e1f4d28a8,Android Software Engineer,하이퍼커넥트 서울,,"및 네트워크 지식 및 경험 Unit 테스트 작성과 mocking에 대한 경험이 많거나, 흥미가 많으신 분 Python 스크립트 작성 경험 코드 보안에 관심 많으신 분 내부 세미나 또는 블로깅 등의 방법으로 본인의 지식을 공유..."
https://kr.indeed.com/viewjob?jk=81848f01b547f90b,주니어 데이터 사이언티스트 / Junior Data Scientist,Bagelcode 서울,,"CS, 통계, 수학 및 그에 준하는 학위를 가지고 있거나 해당 분야에서 학업을 수행하시는 분 - SQL / Python / R 등 데이터 분석 업무를 수행할 수 있는 하나 이상의 개발 언어 유경험자 - 통계 지식에 대한..."
https://kr.indeed.com/viewjob?jk=6a399a2c059ebbb1,System Engineer (South Korea),Confluent 서울,,Computer Science or relevant experience Proficiency in Java or Python with experience developing ETL applications What gives...
https://kr.indeed.com/viewjob?jk=2cfcbfbe70232dbc,Technical Leader - OPC,Siemens AG 4.0 경기도 성남,,"English. Proficiency in Unix shell scripting, Tcl, Python, and other scripting languages as a plus. Strong analytical..."
https://kr.indeed.com/viewjob?jk=675a57bd6835fd89,정산 및 재무서비스 개발자,Nexon 성남 분당구,,"및 운영 경험이 있으신 분 - Bootstrap 등을 활용한 Front End 개발 경험이 있으신 분 - Python, Java 개발 경험이 있으신 분 - REST, SOAP API 개발 경험이 있으신 분 - GIT..."
